id,age,sex,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G3
1057,18,F,R,GT3,T,1,3,at_home,services,home,father,1,5,0,yes,no,yes,no,yes,no,yes,yes,5,1,8,4,2,4,8,16.7
1058,17,M,U,LE3,A,2,2,other,teacher,other,mother,2,2,2,yes,yes,no,no,yes,no,no,yes,3,2,8,4,4,4,23,2.22E-16
1059,16,M,U,GT3,T,1,4,health,at_home,course,other,1,2,3,yes,yes,yes,no,yes,no,no,yes,3,3,6,5,4,4,24,2.3
1060,18,M,R,LE3,A,4,0,teacher,teacher,reputation,mother,1,6,2,yes,no,no,no,yes,no,yes,no,5,2,6,3,5,5,6,16.1
1061,15,F,R,GT3,T,4,1,services,health,other,mother,2,4,1,yes,yes,yes,yes,yes,yes,yes,yes,4,1,9,0,3,5,0,18.3
1062,15,M,U,GT3,A,3,0,at_home,teacher,reputation,mother,3,1,2,yes,yes,no,no,yes,yes,no,yes,1,4,6,4,4,5,11,13.2
1063,17,M,R,GT3,A,1,2,other,at_home,reputation,mother,3,1,3,no,yes,no,yes,no,yes,no,yes,1,4,5,4,4,4,16,8
1064,15,F,U,LE3,A,1,3,other,services,home,mother,2,1,1,yes,no,yes,no,no,yes,yes,yes,4,5,9,5,3,4,3,19.6
1065,16,F,R,GT3,T,3,3,other,at_home,reputation,father,3,5,1,yes,yes,yes,yes,yes,no,no,yes,5,3,5,0,4,0,27,0.6
1066,17,M,R,LE3,A,3,0,other,other,reputation,father,3,1,0,yes,no,yes,no,yes,yes,yes,no,3,4,9,5,1,4,1,20
1067,15,F,R,LE3,A,4,1,teacher,other,other,other,3,1,2,yes,yes,yes,yes,yes,no,no,no,5,4,4,3,3,5,24,2.1
1068,17,F,U,LE3,T,4,2,services,other,home,father,2,1,3,yes,yes,no,yes,yes,no,no,yes,4,4,4,5,3,5,19,0
1069,15,M,U,LE3,A,1,1,health,services,reputation,mother,3,2,4,yes,yes,yes,yes,no,no,no,no,3,3,9,5,3,5,20,6.1
1070,15,F,R,LE3,A,4,2,at_home,at_home,reputation,father,1,2,4,no,no,yes,yes,no,yes,no,no,5,3,9,5,5,4,17,6
1071,15,F,R,GT3,A,4,1,other,other,reputation,other,4,2,4,yes,yes,no,yes,no,yes,no,no,4,4,9,5,5,4,14,6
1072,16,M,R,LE3,T,1,0,other,at_home,course,father,3,1,0,yes,yes,no,yes,no,yes,yes,no,3,4,5,2,3,1,8,14.3
1073,16,F,U,GT3,T,3,4,services,health,course,other,3,5,1,yes,yes,no,no,no,no,no,yes,5,3,7,0,1,0,15,7.2
1074,17,M,R,GT3,T,1,2,services,other,home,other,1,4,0,no,no,yes,yes,yes,yes,yes,no,5,3,8,5,3,5,7,17
1075,15,M,R,LE3,T,0,0,teacher,other,other,other,4,1,4,yes,yes,no,no,yes,no,no,no,5,4,8,4,3,5,29,5
1076,15,F,R,GT3,A,1,3,teacher,services,home,mother,4,1,2,yes,yes,no,yes,no,no,no,yes,3,3,5,5,4,5,22,2.9
1077,16,F,R,GT3,T,0,3,teacher,at_home,course,other,3,1,2,yes,yes,no,no,no,yes,no,yes,3,4,7,5,1,4,11,7.1
1078,15,F,U,LE3,T,1,1,at_home,services,home,father,1,5,3,yes,no,yes,no,yes,yes,no,yes,2,5,7,4,5,4,6,13.7
1079,16,M,U,GT3,T,0,3,teacher,services,other,father,3,2,4,yes,yes,yes,no,yes,no,no,yes,5,4,8,5,3,5,27,6
1080,15,F,R,LE3,A,0,4,other,at_home,home,father,3,1,2,yes,yes,no,no,yes,no,no,no,2,3,6,1,5,5,7,8.5
1081,17,M,U,LE3,A,1,2,teacher,health,reputation,other,1,5,0,yes,no,yes,yes,no,no,yes,no,4,1,7,1,1,3,9,16.5
1082,15,F,U,LE3,A,4,1,at_home,at_home,other,other,2,1,3,yes,yes,no,yes,yes,no,no,no,3,1,8,5,5,5,14,5.3
1083,15,F,U,GT3,T,2,2,teacher,health,other,mother,2,2,2,no,no,yes,yes,no,no,no,no,1,4,7,5,4,4,25,16.6
1084,18,F,R,GT3,A,4,2,teacher,services,other,other,2,5,0,yes,no,yes,yes,no,yes,yes,no,4,1,5,2,3,3,6,14.8
1085,16,M,U,GT3,A,0,0,other,health,home,father,2,1,1,yes,yes,yes,yes,no,no,yes,no,3,3,7,1,3,4,9,12.9
1086,15,F,U,GT3,T,1,3,other,health,home,mother,4,1,4,yes,no,yes,no,no,no,no,yes,2,3,9,5,5,5,22,1
1087,15,F,U,LE3,A,1,2,other,health,reputation,father,3,1,2,yes,yes,no,no,no,no,no,no,3,3,9,5,4,5,21,2.8
1088,18,M,R,LE3,T,1,4,teacher,other,other,mother,3,1,3,yes,yes,yes,yes,no,no,no,yes,3,3,9,5,3,4,24,0.5
1089,18,M,R,GT3,T,1,4,other,other,reputation,other,4,2,2,yes,yes,no,no,no,no,no,no,3,3,7,5,3,4,19,6.9
1090,16,F,U,LE3,A,2,3,services,services,other,mother,1,1,3,no,no,yes,no,no,yes,no,yes,3,5,8,5,3,4,20,13.3
1091,18,F,U,GT3,T,3,3,health,at_home,course,other,3,5,1,yes,yes,yes,yes,no,no,no,yes,3,3,4,3,3,4,21,1.7
1092,17,F,R,LE3,T,0,1,health,health,home,other,1,4,1,no,no,no,yes,no,yes,yes,yes,1,4,8,4,1,5,6,15.4
1093,18,M,R,LE3,T,2,1,other,other,reputation,father,4,1,4,yes,yes,yes,yes,yes,no,no,no,4,3,9,5,3,5,20,2
1094,17,M,U,LE3,T,4,1,at_home,at_home,home,other,4,1,4,yes,yes,yes,yes,yes,no,no,no,4,4,5,4,4,5,20,1
1095,16,M,U,LE3,T,3,3,other,health,home,other,1,5,1,yes,yes,yes,yes,yes,no,no,no,4,5,5,0,3,2,25,1.4
1096,16,M,R,LE3,T,3,2,other,at_home,course,other,2,5,1,yes,no,yes,yes,yes,no,no,no,2,3,5,1,2,5,9,14
1097,16,F,R,GT3,A,1,0,teacher,teacher,course,father,3,2,2,yes,no,yes,no,yes,no,no,no,5,4,8,4,4,5,29,9
1098,16,M,U,GT3,T,2,1,at_home,health,other,other,3,1,4,yes,no,yes,yes,yes,no,no,yes,5,4,5,4,4,5,21,7
1099,16,M,R,LE3,T,4,0,other,at_home,course,father,3,1,1,no,yes,yes,yes,yes,no,yes,no,4,3,7,2,1,4,9,17
1100,17,M,U,GT3,T,1,4,services,health,other,mother,3,1,2,yes,yes,yes,no,no,no,no,yes,3,4,2,5,4,4,24,0.3
1101,17,F,U,LE3,T,1,3,health,health,course,father,1,3,1,yes,no,yes,yes,no,yes,yes,yes,2,2,6,1,4,1,5,17.8
1102,16,F,U,LE3,A,0,4,services,teacher,course,father,3,1,3,yes,yes,no,yes,no,yes,no,no,4,4,9,5,1,5,14,1
1103,18,M,R,LE3,A,3,1,services,at_home,reputation,other,3,1,3,yes,yes,no,no,no,yes,no,no,4,3,1,5,4,5,29,4
1104,15,M,U,LE3,T,4,2,services,services,course,father,4,1,3,yes,yes,yes,yes,no,no,no,yes,4,3,4,4,4,4,23,1
1105,16,F,U,GT3,A,3,1,at_home,other,reputation,mother,3,2,2,yes,yes,no,yes,yes,yes,no,no,5,3,7,5,4,4,19,1
1106,18,F,R,LE3,T,2,0,at_home,health,course,father,1,1,4,yes,yes,no,yes,yes,yes,no,yes,2,2,5,4,4,4,15,2.7
1107,15,F,R,GT3,T,0,1,at_home,health,reputation,other,3,1,3,yes,yes,no,no,yes,no,no,yes,3,4,8,4,4,4,22,0.9
1108,16,F,U,LE3,T,1,2,health,health,home,mother,1,6,1,yes,no,yes,yes,yes,yes,yes,no,4,4,6,0,3,4,4,19.5
1109,16,F,U,LE3,T,0,2,teacher,health,other,other,2,8,0,yes,no,yes,no,yes,yes,yes,yes,5,1,7,0,2,4,3,20
1110,17,F,R,GT3,A,1,3,other,other,course,other,1,1,3,no,yes,yes,yes,yes,no,no,no,2,2,7,5,4,5,28,0.6
1111,15,F,R,LE3,A,0,3,other,services,reputation,father,3,2,3,yes,yes,no,no,yes,no,no,no,5,4,5,5,4,4,27,1
1112,15,F,R,LE3,T,1,2,teacher,teacher,course,other,1,2,4,no,no,yes,no,no,no,no,yes,5,1,5,5,3,5,17,7
1113,18,M,U,GT3,T,3,2,other,services,reputation,mother,2,1,0,yes,yes,yes,yes,yes,yes,no,no,2,1,6,2,3,3,8,11.2
1114,17,M,U,GT3,A,3,0,services,other,reputation,mother,2,10,1,yes,no,yes,yes,no,yes,yes,yes,1,1,9,0,5,4,4,20
1115,17,M,U,GT3,A,3,1,health,at_home,course,mother,1,5,1,no,no,yes,no,yes,no,yes,no,3,2,8,1,4,5,10,16
1116,17,M,R,LE3,T,3,3,other,teacher,other,mother,4,5,0,yes,yes,no,no,no,yes,no,yes,1,3,7,0,1,2,12,7.7
1117,17,M,U,LE3,A,0,0,health,teacher,reputation,father,4,1,2,yes,yes,no,no,yes,no,no,no,4,3,4,5,2,5,5,2.5
1118,15,M,R,GT3,T,1,1,teacher,at_home,home,mother,2,7,2,yes,no,yes,yes,yes,yes,yes,no,5,1,10,3,2,4,0,20
1119,15,F,U,GT3,A,3,3,other,health,course,father,2,5,0,yes,no,no,yes,yes,yes,yes,yes,4,3,9,3,3,5,3,19
1120,16,F,R,LE3,A,0,0,health,other,home,other,4,2,2,yes,yes,yes,no,yes,no,no,no,2,3,7,3,3,5,20,10.5
1121,16,M,U,LE3,A,1,4,services,at_home,reputation,other,3,1,3,yes,yes,no,no,no,no,no,no,3,3,7,5,5,5,14,5.7
1122,17,M,U,GT3,A,0,4,services,services,reputation,father,3,1,3,yes,no,no,yes,no,no,no,yes,4,3,8,5,3,4,19,6
1123,17,F,R,GT3,T,3,3,teacher,services,course,other,4,5,1,yes,yes,no,no,no,yes,no,no,3,4,5,3,5,5,17,7.6
1124,17,F,R,GT3,T,2,0,at_home,at_home,other,other,4,2,3,yes,yes,no,yes,no,yes,no,no,3,3,5,4,4,5,16,6.4
1125,16,F,U,GT3,A,0,1,other,other,home,mother,2,6,1,no,no,yes,no,no,yes,yes,yes,4,4,7,2,3,5,8,16.1
1126,18,M,R,LE3,T,3,1,services,teacher,other,other,4,2,4,no,yes,no,yes,no,yes,no,no,3,4,5,5,2,5,14,6.6
1127,18,F,R,LE3,A,4,0,services,teacher,home,other,4,1,2,yes,yes,yes,no,yes,no,no,no,5,3,5,4,3,4,28,7
1128,16,M,U,LE3,A,1,4,teacher,health,other,father,2,10,0,no,no,yes,yes,yes,yes,yes,no,1,2,11,3,4,5,3,20
1129,16,M,R,LE3,T,3,0,services,other,course,mother,4,1,3,yes,yes,yes,yes,no,no,no,no,4,3,5,4,3,4,23,4
1130,16,F,U,GT3,T,4,4,other,services,home,other,1,5,1,no,no,yes,no,no,no,yes,no,1,5,7,3,3,5,10,18.6
1131,16,F,U,LE3,T,0,4,teacher,services,course,other,3,2,4,yes,yes,yes,no,no,yes,no,no,3,3,8,4,4,4,23,2.7
1132,16,M,R,GT3,A,0,1,health,health,other,father,3,1,2,yes,yes,no,no,no,no,no,no,5,4,9,5,3,4,11,7.1
1133,16,F,R,LE3,T,4,3,teacher,services,other,other,3,5,1,yes,yes,no,yes,yes,yes,no,yes,4,3,5,0,5,1,11,5.9
1134,17,F,U,LE3,T,4,2,other,health,other,mother,4,1,3,yes,yes,yes,no,no,no,no,no,5,3,5,4,3,5,29,8
1135,17,M,U,LE3,T,1,0,other,health,course,mother,2,8,0,yes,no,no,yes,yes,no,yes,yes,3,3,8,1,5,3,3,20
1136,17,F,U,GT3,T,0,4,health,at_home,reputation,mother,3,1,2,yes,yes,no,yes,yes,yes,no,yes,5,4,8,1,5,3,7,14
1137,17,M,U,LE3,A,4,0,teacher,teacher,reputation,father,3,1,2,yes,yes,no,yes,yes,yes,no,no,3,3,9,5,2,4,11,5.9
1138,16,M,U,GT3,A,2,3,other,other,home,mother,4,1,3,no,yes,no,yes,yes,yes,no,yes,4,3,8,5,3,4,19,3.4
1139,18,F,U,GT3,A,2,3,other,other,course,mother,4,1,0,yes,yes,yes,yes,no,yes,no,yes,5,3,5,3,2,4,5,7.5
1140,15,M,R,LE3,A,4,2,health,teacher,course,mother,4,1,3,yes,yes,no,yes,yes,yes,no,yes,4,3,6,5,3,4,12,3
1141,16,M,R,GT3,A,1,2,at_home,other,course,mother,1,10,0,yes,no,yes,yes,no,no,yes,no,1,1,9,1,5,3,4,20
1142,15,F,R,LE3,A,0,4,teacher,services,other,mother,3,2,3,yes,yes,yes,yes,no,no,no,yes,4,4,9,5,4,4,26,0
1143,18,F,U,GT3,A,2,2,other,services,course,mother,3,1,2,yes,no,yes,no,no,yes,no,yes,4,4,6,5,4,4,13,1
1144,17,F,R,LE3,T,4,4,services,other,reputation,father,4,5,1,no,yes,yes,no,yes,no,no,no,2,3,5,3,5,4,14,7.7
1145,18,M,U,GT3,A,4,1,health,at_home,home,mother,4,1,2,yes,yes,no,no,no,yes,no,yes,5,4,6,5,3,4,16,7
1146,16,M,U,GT3,A,3,4,at_home,other,reputation,other,3,5,0,no,no,yes,no,no,no,no,yes,5,4,8,0,5,3,14,0.7
1147,17,F,R,LE3,A,4,2,at_home,health,course,father,3,1,2,yes,yes,yes,no,no,no,no,yes,3,4,7,4,3,5,24,0.5
1148,16,M,U,LE3,A,1,0,health,health,home,other,1,6,0,no,no,yes,yes,yes,yes,yes,yes,2,1,7,4,4,4,10,15
1149,17,F,U,LE3,T,2,2,at_home,teacher,home,other,1,3,3,yes,no,yes,no,no,no,no,yes,5,4,5,4,5,4,21,8
1150,15,F,U,LE3,A,3,3,other,services,course,mother,4,5,0,yes,yes,no,no,yes,yes,no,no,5,4,5,3,3,5,13,4.9
1151,15,M,U,GT3,A,2,2,at_home,at_home,course,other,4,2,3,no,yes,yes,yes,no,no,no,no,5,3,5,5,5,5,27,4
1152,15,F,U,GT3,T,2,1,teacher,other,reputation,other,3,2,2,yes,yes,no,yes,yes,no,no,no,3,4,7,5,3,4,25,2.4
1153,18,M,U,GT3,A,1,4,services,health,reputation,other,4,1,3,yes,yes,no,no,yes,no,no,no,5,4,7,5,3,5,12,7
1154,16,M,R,GT3,A,4,3,other,services,other,mother,3,5,0,yes,yes,yes,no,no,no,no,yes,5,3,6,3,3,4,26,0.4
1155,18,F,U,LE3,A,1,4,health,services,other,mother,2,1,1,no,no,yes,no,yes,yes,yes,no,2,1,7,1,2,5,8,10.9
1156,15,M,U,GT3,A,4,4,services,at_home,other,mother,3,5,1,no,yes,yes,no,no,yes,no,no,1,4,7,0,3,2,19,7
1157,16,F,U,LE3,A,3,2,other,at_home,course,father,1,1,3,yes,yes,no,yes,no,no,no,no,4,4,7,4,5,5,19,8
1158,15,M,U,GT3,A,1,0,services,at_home,course,mother,4,2,4,no,yes,yes,no,no,no,no,no,5,4,8,5,4,5,29,7
1159,18,M,R,LE3,A,1,3,at_home,at_home,other,mother,2,2,1,no,no,no,no,no,no,yes,yes,1,4,6,0,4,5,3,19.1
1160,18,M,R,LE3,T,0,1,health,health,other,other,3,1,4,yes,yes,yes,yes,no,yes,no,no,2,3,5,5,3,4,15,9.2
1161,18,F,U,LE3,T,1,1,health,at_home,reputation,mother,4,1,3,yes,yes,no,no,no,no,no,no,5,3,8,4,3,5,17,2
1162,15,M,U,LE3,A,0,0,teacher,services,other,other,1,5,1,yes,no,yes,yes,no,yes,yes,no,3,2,9,5,4,4,2,17.8
1163,16,F,U,LE3,T,4,0,at_home,services,other,mother,3,1,3,yes,yes,no,yes,yes,no,no,yes,3,3,6,5,2,4,12,8
1164,16,M,R,GT3,A,4,2,teacher,other,home,mother,3,2,3,yes,yes,yes,yes,no,no,no,no,4,3,9,4,3,4,20,5
1165,15,M,R,LE3,T,4,1,teacher,services,other,mother,4,1,3,yes,yes,no,yes,no,no,no,yes,4,4,9,5,5,4,28,6
1166,16,F,R,GT3,A,0,3,at_home,services,home,mother,3,2,2,no,yes,no,yes,yes,no,no,no,2,4,5,5,2,4,14,7.7
1167,15,F,R,GT3,T,4,0,other,health,other,mother,3,1,2,yes,yes,no,no,yes,no,no,no,3,3,6,4,3,4,19,7.2
1168,16,F,U,LE3,A,2,0,teacher,services,home,mother,3,2,3,yes,yes,no,no,yes,yes,no,yes,3,4,9,5,5,5,16,5.6
1169,17,F,R,GT3,T,1,0,services,teacher,other,mother,4,1,3,yes,yes,no,yes,yes,no,no,yes,1,3,8,5,2,5,7,12.5
1170,17,F,R,GT3,T,0,3,other,services,reputation,other,4,1,3,yes,yes,no,no,yes,no,no,no,5,4,6,4,3,4,19,2
1171,18,M,U,GT3,A,4,1,at_home,other,course,father,2,2,2,no,yes,no,yes,no,no,no,no,4,4,9,4,4,5,19,4
1172,17,M,U,LE3,A,2,3,health,other,home,father,4,1,3,yes,yes,yes,yes,no,no,no,no,4,4,3,5,3,4,22,0.1
1173,17,F,R,LE3,T,1,3,other,at_home,course,mother,2,10,0,no,no,yes,no,no,no,no,yes,5,5,7,0,3,5,5,20
1174,17,M,R,LE3,T,1,2,teacher,health,reputation,father,4,1,4,yes,yes,no,no,no,yes,no,yes,5,3,6,5,1,4,13,8
1175,15,M,R,LE3,A,4,0,services,other,other,other,2,4,3,yes,no,yes,no,yes,yes,yes,yes,3,2,5,3,3,4,1,18.5
1176,17,M,R,GT3,T,2,1,at_home,teacher,other,other,1,5,0,no,no,yes,no,yes,yes,yes,yes,3,3,5,0,1,1,3,19
1177,17,F,U,GT3,A,0,2,health,teacher,reputation,other,4,2,3,yes,yes,no,no,no,no,no,yes,3,3,7,5,4,5,11,9.8
1178,18,M,U,GT3,T,4,2,services,at_home,course,father,2,9,0,no,no,yes,yes,no,yes,yes,yes,3,3,6,3,5,4,1,20
1179,17,M,R,GT3,T,1,4,health,health,course,father,3,1,2,yes,no,no,no,no,no,no,no,5,4,8,5,5,4,15,9
1180,17,M,R,GT3,A,1,0,at_home,health,course,father,1,2,4,yes,no,yes,no,no,no,no,no,1,5,7,0,1,5,11,20
1181,16,F,R,GT3,A,1,1,other,services,course,mother,2,8,1,yes,no,yes,no,yes,no,yes,no,4,3,8,0,5,4,2,20
1182,18,M,R,LE3,A,4,1,teacher,teacher,home,other,3,1,3,yes,no,yes,no,yes,no,no,yes,4,4,8,4,4,5,26,4
1183,18,M,R,GT3,T,3,1,at_home,teacher,course,other,1,6,1,no,no,yes,no,no,no,yes,no,3,2,5,2,1,5,10,17.8
1184,18,F,U,GT3,T,3,0,services,teacher,home,mother,3,2,4,no,yes,yes,no,yes,no,no,no,3,4,9,5,3,5,25,0.7
1185,18,F,U,GT3,T,3,1,other,teacher,reputation,father,3,1,3,yes,yes,yes,yes,no,no,no,yes,4,4,9,5,4,4,21,8
1186,18,M,U,LE3,A,2,3,health,other,other,other,2,1,2,no,yes,no,yes,yes,no,no,no,4,1,6,5,5,4,12,2
1187,18,M,R,GT3,T,4,3,other,health,home,father,4,5,0,yes,yes,yes,yes,yes,no,no,yes,4,3,8,3,4,5,26,1.5
1188,15,F,R,GT3,T,1,0,other,services,course,mother,2,4,1,yes,no,yes,yes,yes,no,yes,yes,4,3,8,4,4,5,8,13.5
1189,17,F,U,LE3,A,2,1,services,other,other,father,3,1,3,yes,yes,yes,yes,yes,no,no,no,5,4,9,5,3,5,29,7
1190,18,F,U,GT3,T,3,4,teacher,health,home,mother,4,5,1,yes,yes,yes,no,no,yes,no,no,3,4,5,0,1,1,0,6.2
1191,17,F,R,LE3,T,0,4,other,at_home,other,father,2,7,0,no,no,yes,yes,no,yes,yes,no,4,4,8,2,3,3,3,20
1192,17,F,U,LE3,A,2,4,other,teacher,reputation,mother,2,1,2,yes,yes,no,no,no,no,no,no,5,1,6,5,2,5,13,8.7
1193,15,F,R,GT3,A,2,3,teacher,services,course,other,4,1,3,yes,yes,no,yes,no,yes,no,yes,4,3,7,5,1,4,15,3
1194,18,F,R,GT3,A,4,4,teacher,health,reputation,mother,2,5,1,no,no,yes,yes,yes,no,yes,yes,3,4,5,0,3,3,7,18.1
1195,16,M,U,LE3,A,2,1,health,at_home,other,father,4,1,3,no,yes,no,no,no,yes,no,yes,4,4,8,5,5,5,12,8
1196,15,F,U,GT3,A,4,1,health,teacher,reputation,other,2,2,3,yes,no,no,no,no,yes,no,no,5,1,5,4,3,5,19,2
1197,16,F,U,GT3,A,0,4,teacher,at_home,course,father,2,6,1,no,no,yes,yes,no,yes,yes,no,4,1,4,4,3,4,21,14.8
1198,17,M,R,LE3,A,1,2,at_home,at_home,home,father,4,2,2,yes,yes,no,yes,no,yes,no,yes,5,4,9,5,4,4,26,7
1199,17,F,R,LE3,A,1,4,teacher,other,reputation,mother,1,9,0,no,no,no,yes,yes,yes,yes,yes,5,2,7,3,4,5,0,20
1200,15,F,U,GT3,A,3,2,health,at_home,course,mother,4,1,2,yes,yes,no,no,no,no,no,no,2,4,6,5,2,5,9,8.3
1201,15,M,R,LE3,T,3,0,services,other,other,father,2,1,3,yes,yes,no,yes,yes,yes,no,no,5,5,5,5,4,4,28,7
1202,16,F,R,GT3,A,0,0,services,other,reputation,mother,1,9,1,yes,no,yes,no,yes,no,yes,no,4,5,6,0,1,4,3,20
1203,18,M,R,GT3,A,1,1,other,at_home,home,father,2,4,0,yes,no,yes,no,yes,yes,yes,no,4,2,5,5,2,4,6,16
1204,16,M,U,GT3,T,3,3,services,health,reputation,mother,3,5,1,yes,yes,yes,no,yes,no,no,yes,5,4,4,0,5,0,21,0.7
1205,15,M,R,GT3,A,2,1,health,at_home,other,mother,4,1,2,yes,yes,no,no,yes,no,no,yes,4,4,5,4,5,4,24,1.9
1206,16,M,U,LE3,T,4,1,services,at_home,other,father,2,6,2,no,no,yes,no,no,no,yes,yes,3,1,7,3,1,4,10,18.5
1207,15,F,U,GT3,T,3,3,at_home,health,other,other,2,5,0,no,no,yes,no,yes,yes,yes,no,4,2,5,0,5,0,2,17.5
1208,16,M,R,LE3,A,0,1,teacher,teacher,reputation,mother,2,8,1,no,no,yes,yes,yes,no,no,yes,5,2,8,0,2,5,4,20
1209,15,M,U,GT3,T,1,3,teacher,services,reputation,father,4,2,3,yes,yes,no,no,yes,no,no,yes,5,3,6,5,4,5,22,1
1210,15,F,R,GT3,A,0,1,health,teacher,reputation,other,3,1,3,yes,yes,no,yes,no,yes,no,no,4,3,4,3,4,4,11,2
1211,15,M,U,LE3,A,4,0,other,at_home,home,mother,2,5,1,no,no,yes,no,yes,no,yes,no,3,4,8,2,1,2,10,14
1212,18,M,U,GT3,T,4,2,teacher,teacher,course,mother,1,5,1,yes,no,yes,yes,no,yes,yes,no,4,5,9,5,2,5,0,17.1
1213,16,M,R,LE3,T,0,1,services,services,reputation,father,4,2,3,yes,yes,no,no,yes,yes,no,no,4,4,8,4,1,5,11,2.6
1214,16,M,U,LE3,T,3,2,at_home,teacher,home,mother,1,4,0,no,no,yes,no,no,no,yes,no,2,5,4,4,4,4,8,13.6
1215,16,F,U,GT3,A,3,4,other,services,other,father,3,5,1,yes,yes,no,yes,yes,no,no,yes,3,3,5,3,3,5,15,9.2
1216,15,M,U,GT3,A,1,1,other,teacher,reputation,father,2,6,0,yes,no,yes,no,no,yes,yes,no,3,5,8,1,3,2,10,17.1
1217,16,F,R,GT3,T,1,0,other,other,reputation,mother,1,2,2,yes,no,yes,yes,no,no,no,yes,4,4,7,4,4,4,24,2
1218,16,F,R,GT3,A,2,3,teacher,at_home,reputation,other,3,1,0,yes,no,yes,no,no,yes,yes,yes,3,4,8,1,1,3,2,20
1219,15,M,U,LE3,A,2,0,other,services,home,mother,1,4,1,no,no,yes,yes,no,yes,yes,no,2,4,4,3,2,5,7,14.4
1220,17,M,U,GT3,T,1,2,health,at_home,reputation,other,3,2,3,yes,yes,yes,yes,yes,no,no,no,5,3,9,5,5,4,17,5
1221,15,M,U,GT3,T,2,3,services,other,reputation,mother,2,3,0,no,no,yes,no,no,yes,yes,no,3,5,8,0,5,4,3,19.4
1222,16,M,R,GT3,T,0,0,at_home,teacher,course,other,1,1,4,yes,yes,yes,no,no,no,no,yes,5,5,7,4,5,5,22,9
1223,15,F,R,GT3,T,3,0,services,at_home,home,mother,2,9,1,yes,no,yes,yes,yes,yes,yes,yes,5,5,8,0,1,5,8,20
1224,17,F,U,GT3,T,2,0,health,teacher,course,other,2,10,1,no,no,yes,no,yes,yes,yes,no,3,2,8,2,1,4,3,20
1225,15,F,R,LE3,T,2,3,health,teacher,course,other,4,1,1,yes,yes,no,yes,no,yes,no,yes,4,3,3,1,4,4,0,2.2
1226,16,M,R,GT3,T,0,0,services,at_home,course,mother,3,2,3,yes,yes,no,yes,yes,yes,no,no,3,4,9,5,5,4,22,2.4
1227,17,F,R,LE3,T,4,0,teacher,services,course,mother,1,8,0,yes,no,yes,yes,no,no,yes,no,5,3,8,0,2,4,2,20
1228,18,M,R,GT3,T,1,2,health,services,other,father,2,3,1,no,no,yes,yes,no,no,yes,yes,4,3,7,3,1,4,10,16.5
1229,16,M,U,GT3,T,0,0,other,at_home,reputation,other,3,1,4,yes,yes,yes,no,no,no,no,no,3,3,8,5,5,4,25,0.3
1230,17,M,R,GT3,A,4,0,at_home,services,course,mother,3,2,4,yes,no,no,no,yes,yes,no,yes,3,3,8,5,5,5,24,2.2
1231,17,M,R,LE3,A,0,4,at_home,health,home,father,3,1,2,yes,yes,no,no,yes,yes,no,no,5,3,6,4,1,5,9,10.4
1232,18,M,U,GT3,T,3,3,health,teacher,reputation,mother,4,5,0,yes,yes,yes,no,no,no,no,no,4,4,8,3,3,5,24,1.9
1233,15,F,U,LE3,A,0,4,other,at_home,course,other,4,1,2,no,yes,no,yes,no,yes,no,yes,2,3,5,4,5,5,17,3.7
1234,15,F,R,LE3,A,0,2,services,other,course,mother,3,1,3,yes,yes,no,yes,no,yes,no,no,4,4,9,4,3,5,15,3
1235,16,M,R,GT3,A,3,4,at_home,at_home,home,mother,3,5,1,yes,yes,yes,yes,yes,no,no,no,3,4,6,0,5,1,27,6.2
1236,18,F,U,LE3,A,1,1,other,at_home,other,father,3,1,3,yes,yes,yes,no,yes,no,no,no,5,4,5,4,4,4,22,7
1237,15,M,U,GT3,A,4,3,other,teacher,home,mother,3,5,1,yes,yes,no,yes,yes,no,no,yes,1,3,8,0,4,0,13,5.8
1238,18,M,U,GT3,A,2,0,teacher,other,other,father,2,4,0,yes,no,yes,yes,yes,yes,yes,no,3,4,9,2,2,5,7,15.8
1239,15,M,R,LE3,T,1,4,health,teacher,other,other,2,3,1,no,no,yes,yes,no,no,yes,yes,5,3,8,4,4,5,10,14.6
1240,17,F,R,GT3,T,0,4,other,services,other,other,2,8,0,yes,no,yes,no,no,no,yes,no,4,5,8,4,5,4,0,20
1241,15,M,U,GT3,A,2,0,services,at_home,course,mother,3,2,3,yes,yes,yes,no,no,no,no,no,2,4,8,5,5,4,20,8
1242,18,M,R,LE3,A,3,0,at_home,teacher,course,father,3,1,2,yes,no,yes,no,no,no,no,yes,4,3,3,5,3,4,28,8
1243,17,F,U,LE3,T,1,2,teacher,health,other,other,2,6,0,yes,no,yes,no,yes,no,yes,yes,1,3,8,2,5,5,10,17.9
1244,17,F,R,LE3,A,4,4,services,at_home,other,mother,4,5,0,yes,yes,yes,yes,no,no,no,yes,3,4,5,3,3,4,23,1.3
1245,17,F,U,LE3,A,1,4,at_home,services,course,mother,1,1,2,yes,yes,yes,no,yes,no,no,no,3,2,6,5,5,4,28,0.8
1246,18,M,U,LE3,A,1,1,health,teacher,other,mother,3,1,4,yes,yes,no,yes,yes,no,no,no,3,3,6,5,3,5,12,8.8
